law_index,condition,seed,n_meas,sum_P,sum_M,sum_PP,sum_MM,sum_PM,mean_P,mean_M,mean_turnover,mean_abs_circulation,probe_count,cross_cadence_endpoints,eligible_seed,n_tracks,long_tracks,mean_track_obs,max_track_obs,censored_tracks,births,splits,merges,ambiguous
5,OFF,7002,1296,1238.126678758723,1277.5588161021979,1189.6430375363368,1265.3997813381295,1224.159170721607,0.9553446595360517,0.985770691436881,0.014229308563118475,0.004859496348976085,0,0,False,33,18,15.575757575757576,60,15,33,1,4,0
5,OFF,7003,1880,1797.21214390304,1822.1373698197226,1728.0558468155332,1793.4620557203843,1753.786186272928,0.9559639063314043,0.9692220052232567,0.030777994776743214,0.0051420862229181775,13,0,False,36,25,20.13888888888889,61,12,36,4,5,1
5,ON,7001,329,173.39715533104007,83.50887982289159,95.60393055241236,34.8438545132673,46.70761274816966,0.5270430253223103,0.25382638244039996,0.7461736175596002,0.8699306219318556,0,0,False,267,1,1.9737827715355805,8,252,267,9,9,4
5,ON,7002,317,167.00546162012824,83.64640401474126,92.94478400328332,35.4503318260311,47.433961672514165,0.526831109211761,0.2638687823808873,0.7361312176191128,0.8571452979815236,1,0,False,274,5,1.8759124087591241,10,256,274,8,10,3
5,ON,7003,238,121.53050158563593,60.28135801902829,65.4374006217782,23.92066843382613,32.71708855940002,0.5106323596035123,0.2532830168866735,0.7467169831133268,0.8527991203933287,0,0,False,305,0,1.6754098360655738,6,281,305,7,8,1
6,OFF,7001,694,544.1718556981515,476.1405015784779,439.13660853837536,375.39904707582684,392.517610269495,0.7841093021587198,0.6860814143782102,0.3139185856217898,0.12011400857127517,19,0,False,148,18,3.310810810810811,28,130,148,10,7,2
6,OFF,7002,651,493.2480937886932,412.7172577789909,384.60728264645246,306.16766921593404,327.0999005368595,0.7576775634234919,0.6339742823025974,0.36602571769740283,0.12464106475001555,30,0,False,137,17,3.4014598540145986,26,128,137,5,13,2
6,OFF,7003,941,744.0067687276523,640.4675256708376,600.9677567458973,511.25990126716243,528.9382929035627,0.7906554396680684,0.680624363093345,0.3193756369066548,0.10959680923239812,34,0,False,143,22,4.111888111888112,37,128,143,6,19,5
6,ON,7001,288,149.9072808931354,71.14646295755938,82.30905088835276,28.76153853005383,39.04380996086884,0.5205113919900535,0.24703632971374784,0.7529636702862523,0.8618016650227969,0,0,False,264,2,1.856060606060606,10,258,264,9,11,6
6,ON,7002,218,118.75691800241053,60.39091184706242,67.63722585346646,25.010864004086613,34.40739073268769,0.5447565045982135,0.2770225314085432,0.7229774685914568,0.8771627349692053,0,0,False,300,0,1.6233333333333333,7,279,300,9,7,3
6,ON,7003,292,151.7526523954883,80.44020951476746,83.62606466351625,34.15347078624325,44.731474696727226,0.5197008643681106,0.2754801695711214,0.7245198304288788,0.8930815965478212,2,0,False,280,1,1.8642857142857143,8,262,280,11,6,5
7,OFF,7001,692,550.0774740825349,573.7308054794636,453.65105727716565,517.9212795859686,475.63915699598,0.7949096446279406,0.8290907593633867,0.17090924063661442,0.0938088421406776,7,0,False,100,18,4.21,28,85,100,5,9,2
