M256,block,checkpoint,law,quantum,rho_observed_next_window,rho_probe_slope8,saturation_mass_added,size,src_bound_fraction_next_window
286.8783073005871,LAW_29_L32_S930004,2320,LAW_29,3.585978841257339,,0.08949521982700892,23.46710099292309,32,
285.2501286658417,LAW_29_L32_S930005,272,LAW_29,3.5656266083230213,0.09940330150401534,0.13463133229344004,39.90185960689429,32,
285.2501286658417,LAW_29_L32_S930005,1296,LAW_29,3.5656266083230213,0.024858128424850454,0.08709236060445506,0.0,32,
285.2501286658417,LAW_29_L32_S930005,2320,LAW_29,3.5656266083230213,,0.09373603542637952,22.595989735963073,32,
291.62813000943635,LAW_29_L32_S930006,272,LAW_29,3.6453516251179545,0.1041359607576631,0.14059175352556608,42.841744271767766,32,
291.62813000943635,LAW_29_L32_S930006,1296,LAW_29,3.6453516251179545,0.022173919747929746,0.0920254584945495,0.5012937003390242,32,
291.62813000943635,LAW_29_L32_S930006,2320,LAW_29,3.6453516251179545,,0.09391897054789346,23.88037041928163,32,
289.20239530566033,LAW_29_L32_S930007,272,LAW_29,3.615029941320754,0.08852562289994823,0.1288460632245732,38.81999128755671,32,
289.20239530566033,LAW_29_L32_S930007,1296,LAW_29,3.615029941320754,0.049661780698606106,0.04948975291017124,0.0,32,
289.20239530566033,LAW_29_L32_S930007,2320,LAW_29,3.615029941320754,,0.08351293317873501,12.13928961284942,32,
287.41791900609763,LAW_29_L32_S930008,272,LAW_29,3.5927239875762202,0.10378586521868899,0.1305930622041343,43.699003289646726,32,
287.41791900609763,LAW_29_L32_S930008,1296,LAW_29,3.5927239875762202,0.01639269102743582,0.08641072648380153,3.1698109374986085,32,
287.41791900609763,LAW_29_L32_S930008,2320,LAW_29,3.5927239875762202,,0.0933050553482832,26.457407601526214,32,
